$album$title$lyrics$song_key
60$Hadestown (Original Broadway Cast Recording)$A Gathering Storm (Ft. André De Shields, Eva Noblezada, Jewelle Blackman, Kay Trinidad, Reeve Carney & Yvette Gonzalez-Nacer)$"['[FATES]', 'Ooh, ooh, ooh, ooh', '', '[HERMES, spoken]', 'With Persephone gone, the cold came on', '', '[ORPHEUS, spoken]', 'He came too soon', 'He came for her too soon', ""It's not supposed to be like this"", '', '[EURYDICE]', '(spoken)', 'Well', '(sung)', ""'Til someone brings the world back into tune"", '(spoken)', 'This is how it is', '', '[HERMES, spoken]', 'Orpheus had a gift to give', '', '[EURYDICE, spoken]', 'Hey, where are you going?', '', '[HERMES, spoken]', 'Touched by the gods is what he was', '', '[ORPHEUS, spoken]', 'I have to finish the song', '', '[EURYDICE, spoken]', 'Finish it quick', 'The wind is changing', ""There's a storm coming on"", '', '[FATES]', 'Wind comes up, ooh', '', '[EURYDICE, spoken]', 'We need food!', '', '[FATES]', 'Wind comes up, ooh', '', '[EURYDICE, spoken]', 'We need firewood', '', '[HERMES]', 'Orpheus and Eurydice', '', '[EURYDICE, spoken]', 'Did you hear me? Orpheus?', '', '[HERMES]', ""Poor boy workin' on a song"", '', '[EURYDICE, spoken]', 'Orpheus!', '', '[HERMES]', 'Young girl looking for something to eat', '', '[EURYDICE, spoken]', 'Okay, finish it', '', '[HERMES, spoken]', 'Under a gathering storm']"$33
58$Hadestown (Original Broadway Cast Recording)$All I've Ever Known (Ft. Eva Noblezada & Reeve Carney)$"[['[HERMES]', '(spoken)', 'Orpheus was a poor boy', 'But he had a gift to give', 'He could make you see how the world could be', '(sung)', 'In spite of the way that it is', '', '(spoken)', 'And Eurydice was a young girl', ""But she'd seen how the world was"", 'When she fell', 'She fell in spite of herself', 'In love with Orpheus'], '[EURYDICE]', 'I was alone so long', ""I didn't even know that I was lonely"", 'Out in the cold so long', 'I didn’t even know that I was cold', 'Turned my collar to the wind', ""This is how it's always been"", '', ""All I've ever known is how to hold my own"", 'All I’ve ever known is how to hold my own', 'But now I wanna hold you, too', '', 'You take me in your arms', ""And suddenly there's sunlight all around me"", 'Everything bright and warm', 'And shining like it never did before', 'And for a moment I forget', 'Just how dark and cold it gets', '', ""All I've ever known is how to hold my own"", ""All I've ever known is how to hold my own"", 'But now I wanna hold you', '', 'Now I wanna hold you, hold you close', ""I don't wanna ever have to let you go"", 'Now I wanna hold you, hold you tight', ""I don't wanna go back to the lonely life"", '', '[ORPHEUS]', ""I don't know how or why"", 'Or who am I that I should get to hold you', 'But when I saw you all alone against the sky', ""It's like I’d known you all along"", '', 'I knew you before we met', 'And I don’t even know you yet', ""All I know is you're someone I have always known"", '', '[ORPHEUS and EURYDICE]', 'All I know is you’re someone I have always known', ""And I don't even know you"", '', 'Now I wanna hold you, hold you close', ""I don't wanna ever have to let you go"", '', '[EURYDICE]', 'Suddenly the sunlight', 'Bright and warm', '', '[ORPHEUS]', ""Suddenly I'm holding the world in my arms"", '', '[EURYDICE]', 'Say that you’ll hold me forever', ""Say that the wind won't change on us"", ""Say that we'll stay with each other"", 'And it will always be like this', '', '[ORPHEUS]', ""I'm gonna hold you forever"", 'The wind will never change on us', 'Long as we stay with each other', '', '[ORPHEUS and EURYDICE]', 'Then it will always be like this']"$23
25$Hadestown: The Myth. The Musical. (Live Original Cast Recording)$All I’ve Ever Known (Ft. Damon Daunno & Nabiyah Be)$['[EURYDICE]', 'I was alone so long', 'I didn’t even know that I was lonely', 'Out in the cold so long', 'I didn’t even know that I was cold', 'Turned my collar to the wind', 'This is how it’s always been', '', 'All I’ve ever known is how to hold my own', 'All I’ve ever known is how to hold my own', 'But now I wanna hold you, too', '', 'You take me in your arms', 'And suddenly there’s sunlight all around me', 'Everything bright and warm', 'And shining like it never did before', 'And for a moment I forget', 'Just how dark and cold it gets', '', 'All I’ve ever known is how to hold my own', 'All I’ve ever known is how to hold my own', 'But now I wanna hold you', 'Now I wanna hold you', 'Hold you close', 'I don’t ever wanna have to let you go', '', 'Now I wanna hold you, hold you tight', 'I don’t wanna go back to the lonely life', '', 'Say that you’ll hold me forever', 'Say that the wind won’t change on us', 'Say that we’ll stay with each other', 'And it’ll always be like this', '', '[ORPHEUS]', 'I’m gonna hold you forever', 'The wind will never change on us', 'As long as we stay with each other', 'Then it will always be like this']$23
52$Hadestown (Original Broadway Cast Recording)$Any Way the Wind Blows (Ft. André De Shields, Eva Noblezada, Jewelle Blackman, Kay Trinidad & Yvette Gonzalez-Nacer)$"['[FATES]', 'Ooooh…', 'Ooooh…', 'Ooooh…', 'Ooooh…', '', '[HERMES, spoken]', 'Eurydice was a hungry young girl', ""A runaway from everywhere she'd ever been"", 'She was no stranger to the world', 'No stranger to the wind', '', '[EURYDICE]', ""The weather ain't the way it was before"", ""Ain't no spring or fall at all anymore"", ""It's either blazing hot or freezing cold"", 'Any way the wind blows', '', '[CLOTHO, FATES]', ""And there ain't a thing that you can do"", '', '[LACHESIS, FATES]', 'When the weather takes a turn on you', '', '[FATES]', ""'Cept for hurry up and hit the road"", 'Any way the wind blows', 'Wind comes up', 'Ooooh…', '', '[EURYDICE]', 'Do you hear that sound?', '', '[FATES]', 'Wind comes up', 'Mooove…', '', '[EURYDICE]', 'Move to another town', ""Ain't nobody gonna stick around"", '', '[EURYDICE and FATES]', 'When the dark clouds roll', 'Any way the wind blows', '', '[HERMES, spoken]', 'You met The Fates', 'Remember them?', '', '[EURYDICE, spoken]', 'Anybody got a match?', '', '[HERMES, spoken]', 'Always singing in the back of your mind', '', '[EURYDICE, spoken]', 'Gimme that', '', '[HERMES, spoken]', 'Wherever it was this young girl went', 'The Fates were close behind', '', '[EURYDICE]', 'People turn on you just like the wind', 'Everybody is a fair weather friend', ""In the end, you're better off alone"", 'Any way the wind blows', '', '[CLOTHO, FATES]', 'When your body aches to lay it down', ""When you're hungry and there ain't enough to go round"", '', '[FATES]', ""Ain't no length to which a girl won't go"", 'Any way the wind blows', 'Wind comes up', 'Ooooh…', '', '[EURYDICE]', 'And sometimes you think', '', '[FATES]', 'Wind comes up', 'Youuuu…', '', '[EURYDICE]', 'You would do anything', 'Just to fill your belly full of food', 'Find a bed that you could fall into', ""Where the weather wouldn't follow you"", '', '[EURYDICE and FATES]', 'Wherever you go', 'Any way the wind blows', '', '[HERMES, spoken]', 'Now Orpheus was the son of a Muse', 'And you know how those Muses are', '(sung)', 'Sometimes they abandon you', '(spoken)', 'And this poor boy, he wore his heart out on his sleeve', 'You might say he was naïve to the ways of the world', '(sung)', 'But he had a way with words', 'And the rhythm and the rhyme', 'And he sang just like a bird up on a line', '(spoken)', ""And it ain't because I'm kind"", '(sung)', 'But his Mama was a friend of mine', '(spoken)', 'And I liked to hear him sing', '(sung)', 'And his way of seeing things', '(spoken)', 'So I took him underneath my wing', 'And that is where he stayed', 'Until one day...']"$19
19$Hadestown: The Myth. The Musical. (Live Original Cast Recording)$Any Way the Wind Blows (Non-Album Track) (Ft. Jessie Shelton, Lulu Fall & Shaina Taub)$"['[FATES]', 'In the fever of a world in flames', 'In the season of the hurricanes', 'Flood will get you if the fire don’t', 'Any way the wind blows', '', 'And there ain’t a thing that you can do', 'When the weather takes a turn on you', '‘Cept for hurry up and hit the road', 'Any way the wind blows', '', ""Sister's gone, gone the gypsy route"", ""Brother's gone, gone for a job down south"", 'Ain’t nobody gonna stick around', 'When the dark clouds roll', 'Any way the wind blows', '', 'In the valley of the exodus', 'In the belly of a bowl of dust', 'Crows and buzzards flying low', 'Any way the wind blows', '', 'No use talking of the past, it’s passed', 'Set out walking and you don’t look back', 'Where you’re goin’ there ain’t no one knows', 'Any way the wind blows', '', ""Sister's gone, gone the gypsy route"", ""Brother's gone, gone for a job down south"", 'Gone the same way as the shantytown', 'And the traveling show', 'Any way the wind blows']"$19
62$Hadestown (Original Broadway Cast Recording)$Chant$"['[WORKERS]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head', '', '[PERSEPHONE]', 'In the coldest time of year', 'Why is it so hot down here?', 'Hotter than a crucible', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, you were gone so long', 'Lover, I was lonesome', 'So I built a foundry', 'In the ground beneath your feet', 'Here, I fashioned things of steel', 'Oil drums and automobiles', 'Then I kept that furnace fed', 'With the fossils of the dead', 'Lover, when you feel that fire', 'Think of it as my desire', 'Think of it as my desire for you!', '', '[ORPHEUS(WORKERS)]', 'La la la la', 'La la la la la', 'La la, la la', 'La la la la la la la la la la la', 'La la la la la la', 'La la', 'La la la la la la', 'La la la la la la', 'La la la la la la', '', '[WORKERS & (ORPHEUS)]', 'Low, keep your head, keep your head low (La la la la la la la…)', 'Oh, you gotta keep your head low', 'If you wanna keep your head (La la la la la la la…)', 'Oh, you gotta keep your head low (La la la la la la la…)', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low (La la la la la la la…)', 'If you wanna keep your head', '', '[EURYIDICE & (HERMES), spoken (during previous stanza)]', 'Is it finished?', '(Not yet.)', 'Is he always like this?', '', '[EURYDICE and (FATES)]', 'Looking high and looking low', 'For the food and firewood I know', 'We need to find and I am', 'Keeping one eye on the sky and', ""Tryin' to trust that the song he's working on is gonna"", '(Oooooh)', 'Shelter us (Oooooh)', 'From the wind, the wind, the wind (Oooooh)', '', '[PERSEPHONE]', 'In the darkest time of year', 'Why is it so bright down here?', 'Brighter than a carnival', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, you were gone so long', 'Lover, I was lonesome', 'So I laid a power grid', 'In the ground on which you stood', ""And wasn't it electrifying"", 'When I made the neon shine!', 'Silver screen, cathode ray', 'Brighter than the light of day', 'Lover, when you see that glare', 'Think of it as my despair', 'Think of it as my despair for you!', '', '[ORPHEUS]', ""They can't find the tune"", '', '[HERMES, spoken]', 'Orpheus!', '', '[ORPHEUS]', ""They can't feel the rhythm"", '', '[HERMES, spoken]', 'Orpheus!', '', '[ORPHEUS]', 'King Hades is deafened by a river of stone', '', '[HERMES, spoken]', 'Poor boy working on a song', '', '[ORPHEUS]', ""And Lady Persephone's blinded by a river of wine"", ""Livin' in an oblivion"", '', '[HERMES, spoken]', 'He did not see the storm coming on', '', '[ORPHEUS and (FATES)]', 'His black gold flows (Oooooh)', 'In the world down below (Oooooh)', 'And her dark clouds roll in the one up above', '', '[HERMES, spoken]', 'Look up!', '', '[COMPANY]', 'Keep your head low', '', '[ORPHEUS]', ""And that is the reason we're on this road"", 'And the seasons are wrong', 'And the wind is so strong', ""That's why times are so hard"", ""It's because of the gods"", 'The gods have forgotten the song of their love', '', 'Singing la la la la la la…', '', '[COMPANY and (ORPHEUS)]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head (La la la la la la la...)', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low (La la la la la la la...)', 'Oh, you gotta keep your head low', 'If you wanna keep your head (La la la la la la)', '', '[EURYDICE]', ""Lookin' low and lookin' high"", '', '[FATE]', 'There is no food left to find', '', '[FATE]', ""It's hard enough to feed yourself"", '', '[FATE]', 'Let alone somebody else', '', '[EURYDICE]', ""I'm trying to believe"", ""That the song he's working on"", 'Is gonna harbor me from', '', '[EURYDICE and FATES]', 'The wind, the wind, the wind', '', '[HERMES, spoken]', 'Eurydice was a hungry young girl', '', '[EURYDICE, spoken]', 'Give that back!', '', '[HERMES, spoken]', 'She was no stranger to the wind', '', '[EURYDICE, spoken]', ""It's everything we have!"", '', '[HERMES, spoken]', 'But she had not seen nothing', '', '[EURYDICE]', 'Orpheus!', '', '[HERMES, spoken]', 'Like the mighty storm she got caught in', '', '[EURYDICE]', '(spoken)', 'Orpheus!', '(sung)', 'Shelter us!', '', '[HERMES, spoken]', 'Only took a minute', '', '[EURYDICE]', 'Harbor me!', '', '[HERMES, spoken]', 'But the wrath of the gods was in it', '', '[PERSEPHONE]', ""Every year, it's getting worse"", 'Hadestown, hell on Earth!', ""Did you think I'd be impressed"", 'With this neon necropolis?', 'Lover, what have you become?', 'Coal cars and oil drums', 'Warehouse walls and factory floors', ""I don't know you anymore"", 'And in the meantime up above', 'The harvest dies and people starve', 'Oceans rise and overflow', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, everything I do', 'I do it for the love of you', ""If you don't even want my love"", ""I'll give it to someone who does"", 'Someone grateful for her fate', 'Someone who appreciates', 'The comforts of a gilded cage', ""And doesn't try to fly away"", 'The moment Mother Nature calls', 'Someone who could love these walls', 'That hold her close and keep her safe', 'And think of them as my embrace', '', '[ORPHEUS and (COMPANY)]', 'Singing la la la la la la la... (Low, keep your head, keep your head low)', '', '[EURYDICE]', 'Shelter us', '', '[HADES]', 'Think of them as my embrace', '', '[ORPHEUS and (COMPANY)]', 'La la la la la la la... (Low, keep your head, keep your head)', '', '[EURYDICE]', 'Harbor me', '', '[HADES]', 'Think of them as my embrace', 'Of you']"$24
28$Hadestown: The Myth. The Musical. (Live Original Cast Recording)$Chant (Ft. Amber Gray, Chris Sullivan, Damon Daunno, Nabiyah Be & Patrick Page)$"['[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head --', '', '[PERSEPHONE]', 'In the coldest time of year', 'Why is it so hot down here?', 'Hotter than a crucible', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, you were gone so long', 'Lover, I was lonesome', 'So I built a foundry', 'In the ground beneath your feet', 'Here, I fashioned things of steel', 'Oil drums and automobiles', 'Then I kept that furnace fed', 'With the fossils of the dead', 'Lover, when you feel that fire', 'Think of it as my desire', 'Think of it as my desire for you!', '', '[ORPHEUS]', ""I'll sing a song of a love gone wrong"", '', '[HERMES, spoken]', 'A love gone wrong, all right!', 'Every year they have this fight!', '', '[ORPHEUS]', 'La la la la la la la…', '', '[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head-', '', '[EURYDICE]', 'Lover, while you sing your song', ""Winter is a-comin' on"", ""See, I'm stacking firewood"", ""See, I'm putting by some food"", 'Orpheus, all the pretty songs you sing', ""Ain't gonna shelter us"", 'From the wind, the wind, the wind', '', '[PERSEPHONE]', 'In the darkest time of year', 'Why is it so bright down here?', 'Brighter than a carnival', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, you were gone so long', 'Lover, I was lonesome', 'So I laid a power grid', 'In the ground on which you stood', ""And wasn't it electrifying"", 'When I made the neon shine!', 'Silver screen, cathode ray', 'Brighter than the light of day', 'Lover, when you see that glare', 'Think of it as my despair', 'Think of it as my despair for you!', '', '[ORPHEUS]', ""I'll sing a song of a love gone wrong"", '', '[HERMES, spoken]', 'And when the gods are having a fight', 'Everybody else better hold on tight!', '', '[ORPHEUS]', 'La la la la la la la…', '', '[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head-', '', '[EURYDICE]', 'While my lover sings his song', ""Everything I've saved is gone"", 'Nothing left upon the shelf', ""Fire ain't gonna light itself"", 'Now I see all the pretty songs he sings', ""Ain't gonna harbor me"", 'From the wind, the wind, the wind', '', '[COMPANY]', 'Oooh...', '', '[PERSEPHONE]', ""Every year, it's getting worse"", 'Hadestown, hell on Earth!', ""Did you think I'd be impressed"", 'With this neon necropolis?', 'I recall there was a time', 'We were happy, you and I', 'In the garden where we met', 'Nothing was between us yet', 'Back before your factories', 'Before your electricity', 'Back before you built the wall', ""It ain't right and it ain't natural"", '', '[HADES]', 'Lover, everything I do', 'I do it for the love of you', ""If you don't even want my love"", ""I'll give it to someone who does"", 'Someone grateful for their fate', 'Someone who appreciates', 'The comforts of a gilded cage', ""And doesn't try to fly away"", 'The moment Mother Nature calls', 'Someone who can love these walls', 'That hold her close and keep her safe', 'And think of them as my embrace', '', '[ORPHEUS]', 'Singing: la la la la la la la...', '', '[COMPANY]', 'Low, keep your head, keep your head low', '', '[EURYDICE]', 'Shelter us', '', '[HADES]', 'Think of them as my embrace', '', '[ORPHEUS]', 'La la la la la la la...', '', '[COMPANY]', 'Low, keep your head, keep your head-', '', '[EURYDICE]', 'Harbor me', '', '[HADES]', 'Think of them as my embrace', 'Of you']"$24
80$Hadestown (Original Broadway Cast Recording)$Chant (Reprise)$"['[HERMES, spoken]', 'Now everybody knows that walls have ears', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HADES, spoken]', ""What's that noise?"", '', '[HERMES, spoken]', 'And the walls had heard what the boy was saying', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HADES, spoken]', ""It's the boy!"", '', '[HERMES, sang]', 'A million tons of stone and steel...', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HERMES]', 'Echoed his refrain', '', '[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta keep your head low', 'Keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', 'Oh, you gotta-', 'Why do we turn away when our brother is bleeding?', 'Oh, keep your head-', 'Why do we build the wall and then call it freedom?', 'Oh, keep your head-', ""If we're free"", 'Tell me why', ""I can't look in my brother's eye?"", 'Keep your head-', '', '[HADES]', 'Young man', 'Got to hand it to you', ""Guess you don't scare easy, do ya?"", 'Are you brave or stupid, son?', ""Doesn't matter which one"", ""'Cause it seems your song made quite a strong impression on my wife"", ""But it takes more than singin' songs to keep a woman in your arms"", '', 'Take it from a man no longer young', 'If you want to hold a woman, son', 'Hang a chain around her throat', 'Made of many carat gold', 'Shackle her from wrist to wrist', 'With sterling silver bracelets', 'Fill her pockets full of stones', 'Precious ones, diamonds', 'Bind her with a golden band', 'Take it from an old man', '', '[COMPANY]', 'Ooohhh', '', '[ORPHEUS]', 'If I raise my voice-', '', '[THE FATES]', 'If I raise my voice', 'If I raise my voice', '', '[COMPANY]', 'Keep your head low', '', '[EURYDICE]', 'If I raise my head-', '', '[THE FATES]', 'If I raise my head', 'If I raise my head', '', '[COMPANY]', 'Keep your head low', '', '[EURYDICE]', 'Could I change my fate?', '', '[THE FATES and COMPANY]', 'Could I change-', 'Could I change-', 'Could I change my fate? Oh, you gotta keep your head low', '', '[ORPHEUS]', 'If I raise my voice could I-', '', '[COMPANY]', 'Keep your head low!', '', '[ORPHEUS and EURYDICE]', 'Could I change the way it is?', '', '[COMPANY]', 'Why do we turn away instead of standing with him?', 'Oh, keep your head-', 'Why are we digging our own graves for a living?', 'Oh, keep your head-', ""If we're free"", 'Tell me why', ""We can't even stand upright?"", ""If we're free"", 'Tell me when', 'We can stand with our fellow man', 'Keep your head-', '', '[HADES]', 'Young man, I was young once too', 'Sang a song of love like you', 'Son, I too, was left behind', 'Turned on one too many times', 'Now I sing a different song', 'One I can depend upon', 'A simple tune, a steady beat', 'The music of machinery', 'You hear that heavy metal sound?', 'The symphony of Hadestown', 'And in this symphony of mine', 'Of power cords and power lines', 'Young man, you can strum your lyre', 'I have strung the world in wire', 'Young man, you can sing your ditty', 'I CONDUCT THE ELECTRIC CITY!', '', ""I'll tell you what, young man"", 'Since my wife is such a fan', ""And since I'm going to count to three"", 'And put you out of your misery', 'One!-- give me one more song', 'One more song before I send you', 'Two!-- to the great beyond', 'Where nobody can hear you singing', 'Three!-- sing a song for me', 'Make me laugh, make me weep', 'Make the king feel young again', 'Sing for an old man!']"$27
42$Hadestown: The Myth. The Musical. (Live Original Cast Recording)$Chant II (Ft. Amber Gray, Chris Sullivan, Damon Daunno, Nabiyah Be & Patrick Page)$"['[HERMES, spoken]', 'Now everybody knows the walls have ears', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HERMES, spoken]', 'And the walls had heard what the boy was saying', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HERMES]', 'A million tons of stone and steel...', '', '[ORPHEUS]', 'Is it true?', '', '[COMPANY]', 'Is it true?', '', '[HERMES]', 'Echoed his refrain.', '', '[HADES]', '(laughs)', 'When I was a young man like you', 'Son, I held a woman too', 'Held her in my naked hands', 'When I was a young man', 'Now you know how it feels', 'Women are as slick as eels', 'Woman, quicker than the asp', 'Always slipping from your grasp', '', 'Take it from a man no longer young', 'If you want to hold a woman, son', 'Hang a chain around her throat', 'Made of many carat gold', 'Shackle her from wrist to wrist', 'With sterling silver bracelets', 'Fill her pockets full of stones', 'Precious ones, diamonds,', 'Bind her with a golden band', 'Take it from an old man', '', '[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', '', '[ORPHEUS and EURYDICE]', 'La la la la la la la...', '', '[COMPANY]', 'Oh, he said he’d shelter us', 'He said he’d harbor me', ""He said we'd build them up"", 'And then the walls would set us free', 'I’m gonna count to three', 'And then I’ll raise my head singing,', 'One, two, is it true?', 'Is it true, what he said?', '', '[PERSEPHONE]', 'When I was a young girl like you', 'Sister, I was hungry too', 'Hungry for the underworld', 'When I was a young girl', 'Now you know how it tastes', 'The fruit of Mr. Hades’ ways', 'Sister, it’s a bitter wine--', 'Spit it out while you still have time', '', 'Take it from a woman of my age', 'Love is not a gilded cage', 'All the wealth within these walls', 'Will never buy the thing called love', '', 'Love was when he came to me', 'Begging on his bended knees', 'To please have pity on his heart', 'And let him lay me in the dirt...', '', 'I felt his arms around me then', 'We didn’t need a wedding bed', 'Dark seeds scattered on the ground', 'The wild birds were flying around', '', 'That’s when I became his wife', 'But that was in another life', 'That was in another world', 'When I was a young girl!', '', '[ORPHEUS and EURYDICE]', 'La la la la la la la...', '', '[COMPANY]', 'Low, keep your head, keep your head low', 'Oh, you gotta keep your head low', 'If you wanna keep your head', '', 'Oh, he said he’d shelter us', 'He said he’d harbor me', 'He said we’d soldier on', 'And then the war would bring us peace', 'We’re gonna count to three', ""And then we'll raise our heads, singing"", 'One, two, is it true?', 'Is it true, what he said?', '', '[HADES]', 'Young man, I was young once too', 'I once sang the young man’s blues', 'Women come and women go', 'Get you high and get you low', 'One day she’s hot, the next she’s cold', 'Women are so seasonal', 'Women leave again and again', 'Take it from an old man', '', 'Now I sing a different song', 'One I can depend upon', 'The simple tune, the steady beat', 'The music of machinery', 'Do you hear that heavy metal sound?', 'The symphony of Hadestown', 'And in this symphony of mine', 'Of power chords and power lines', 'Young man, you can strum your lyre,', 'I have strung the world in wire', 'Young man, you can sing your ditty', 'I CONDUCT THE ELECTRIC CITY!', '', 'I’ll tell you what, young man', 'Since my wife is such a fan,', 'And since I’m going to count to three,', 'And put you out of your misery', 'One!-- give me one more song', 'One more song before I send you', 'Two!-- to the great beyond', 'Where nobody can hear you singing', 'Three!-- sing a song for me', 'Make me laugh, make me weep', 'Make the king feel young again', 'Sing for an old man!']"$27
21$Hadestown: The Myth. The Musical. (Live Original Cast Recording)$Come Home With Me (Non-Album Track) (Ft. Damon Daunno & Nabiyah Be)$['[ORPHEUS, spoken]', 'Come home with me!', '', '[EURYDICE, spoken]', 'Who are you?', '', '[ORPHEUS, spoken]', 'The man who’s gonna marry you. I’m Orpheus.', 'Come home with me!', '', '[EURYDICE, spoken]', 'Who am I?', '', '[ORPHEUS, spoken]', 'Eurydice —', '', '(sung)', '— the girl who makes me wanna sing', '', '(spoken)', 'The woman who I’m marrying.', '', '[EURYDICE, spoken]', 'A singer! Is that what you are?', '', '[ORPHEUS, spoken]', 'Well, I also play the lyre.', '', '[EURYDICE, spoken]', 'Oh, a liar! And a player too?', 'I’ve met too many men like you.', '', '[ORPHEUS, spoken]', 'I’m not like any man you’ve met.', '', '[EURYDICE, spoken]', 'Oh yeah? What makes you different?', '', '[ORPHEUS, spoken]', 'You see the world?', '', '[EURYDICE, spoken]', 'Of course I do.', '', '[ORPHEUS, spoken]', 'I’ll make it beautiful for you. For you I’ll change the way it is.', '', '[EURYDICE, spoken]', 'With what?', '', '[ORPHEUS, spoken]', '(holds up guitar)', 'With this!', '', '[EURYDICE, spoken]', 'I’m sure you play it well, but only the gods can change the world. Me and you can’t change a thing.', '', '[ORPHEUS, spoken]', 'You haven’t heard me sing.', '', '[EURYDICE, spoken]', '(laughs)', 'Are you always this confident?', '', '[ORPHEUS, spoken]', 'When I look at you I am.', '', '[EURYDICE, spoken]', 'When you look at me, what do you see?', '', '[ORPHEUS, spoken]', 'Someone stronger than me, somebody who survives.', '', '[EURYDICE, spoken]', 'So why should I become your wife?', '', '[ORPHEUS, spoken]', 'Because I make you feel alive.', '', '[EURYDICE, spoken]', 'That’s worth a lot...', 'What else you got?']$21
